time_stamp,cpu_percent
17:15:12.297,0.4
17:15:13.299,0.2
17:15:14.300,0.3
17:15:15.301,0.3
17:15:16.301,1.0
17:15:17.302,0.2
17:15:18.303,0.2
17:15:19.304,0.2
17:15:20.305,0.2
17:15:21.306,0.2
17:15:22.307,0.2
17:15:23.307,0.2
17:15:24.308,0.2
17:15:25.309,0.3
17:15:26.310,0.3
17:15:27.311,0.2
17:15:28.312,0.2
17:15:29.313,0.2
17:15:30.314,0.2
17:15:31.314,0.2
17:15:32.315,0.2
17:15:33.316,0.2
17:15:34.317,0.2
17:15:35.318,0.2
17:15:36.319,0.3
17:15:37.320,0.2
17:15:38.320,0.2
17:15:39.321,0.2
17:15:40.322,0.2
17:15:41.323,0.3
17:15:42.324,3.0
17:15:43.324,2.3
17:15:44.325,5.0
17:15:45.326,5.6
17:15:46.328,5.0
17:15:47.328,4.8
17:15:48.329,4.9
17:15:49.330,4.6
17:15:50.331,4.9
17:15:51.331,4.6
17:15:52.332,4.1
17:15:53.332,4.6
17:15:54.333,4.9
17:15:55.334,4.9
17:15:56.335,4.6
17:15:57.335,4.4
17:15:58.336,4.6
17:15:59.336,3.9
17:16:00.337,0.8
17:16:01.338,0.2
17:16:02.339,0.2
17:16:03.340,0.2
17:16:04.340,0.2
17:16:05.341,0.2
17:16:06.342,0.3
17:16:07.343,0.2
17:16:08.344,0.2
17:16:09.345,0.3
17:16:10.345,0.2
17:16:11.346,0.2
17:16:12.347,0.3
17:16:13.348,0.2
17:16:14.348,0.2
17:16:15.349,0.3
17:16:16.350,1.0
17:16:17.351,0.3
17:16:18.352,0.2
17:16:19.352,0.2
17:16:20.353,0.3
17:16:21.354,0.5
17:16:22.355,0.2
17:16:23.356,0.2
17:16:24.357,0.2
17:16:25.358,0.2
17:16:26.358,0.3
17:16:27.359,0.3
17:16:28.360,0.2
17:16:29.361,0.2
