time_stamp,cpu_percent
17:07:58.696,0.3
17:07:59.698,0.3
17:08:00.699,0.2
17:08:01.699,0.2
17:08:02.700,0.2
17:08:03.701,0.2
17:08:04.701,0.2
17:08:05.702,0.2
17:08:06.703,0.2
17:08:07.704,0.2
17:08:08.704,0.2
17:08:09.705,0.3
17:08:10.706,0.2
17:08:11.707,0.2
17:08:12.707,0.2
17:08:13.708,0.2
17:08:14.709,0.9
17:08:15.710,0.4
17:08:16.710,0.2
17:08:17.711,0.2
17:08:18.712,0.2
17:08:19.713,0.3
17:08:20.713,0.2
17:08:21.714,0.6
17:08:22.715,0.3
17:08:23.716,0.3
17:08:24.716,0.2
17:08:25.717,0.2
17:08:26.718,0.2
17:08:27.719,0.3
17:08:28.720,2.8
17:08:29.721,2.3
17:08:30.722,4.6
17:08:31.722,5.2
17:08:32.723,5.1
17:08:33.725,4.5
17:08:34.725,5.2
17:08:35.726,4.7
17:08:36.726,4.4
17:08:37.726,4.7
17:08:38.727,4.6
17:08:39.728,4.6
17:08:40.729,4.7
17:08:41.729,4.2
17:08:42.730,4.3
17:08:43.730,4.6
17:08:44.730,4.6
17:08:45.731,3.9
17:08:46.732,1.1
17:08:47.732,0.2
17:08:48.732,0.3
17:08:49.733,0.1
17:08:50.734,0.2
17:08:51.735,0.2
17:08:52.736,0.3
17:08:53.736,0.2
17:08:54.737,0.2
17:08:55.738,0.2
17:08:56.739,0.2
17:08:57.740,0.2
17:08:58.741,0.2
17:08:59.741,0.2
17:09:00.742,0.2
17:09:01.743,0.2
17:09:02.743,0.2
17:09:03.744,0.2
17:09:04.745,0.2
17:09:05.746,0.2
17:09:06.746,0.3
17:09:07.747,0.2
17:09:08.748,0.2
17:09:09.749,0.3
17:09:10.749,0.3
17:09:11.750,0.2
17:09:12.751,0.2
17:09:13.752,0.2
17:09:14.752,0.9
17:09:15.753,0.3
