time_stamp,cpu_percent
17:11:35.452,0.3
17:11:36.455,0.2
17:11:37.455,0.2
17:11:38.456,0.3
17:11:39.456,0.2
17:11:40.457,0.2
17:11:41.458,0.2
17:11:42.459,0.2
17:11:43.460,0.2
17:11:44.460,0.3
17:11:45.461,0.2
17:11:46.462,0.4
17:11:47.463,0.2
17:11:48.463,0.2
17:11:49.464,0.1
17:11:50.465,0.2
17:11:51.466,0.2
17:11:52.466,0.2
17:11:53.467,0.2
17:11:54.468,0.2
17:11:55.469,0.2
17:11:56.469,0.2
17:11:57.470,0.2
17:11:58.471,0.2
17:11:59.472,0.2
17:12:00.473,0.2
17:12:01.473,0.2
17:12:02.474,0.2
17:12:03.475,0.2
17:12:04.476,0.3
17:12:05.476,2.8
17:12:06.477,2.4
17:12:07.478,4.8
17:12:08.479,5.4
17:12:09.480,4.9
17:12:10.481,4.5
17:12:11.482,4.7
17:12:12.482,4.7
17:12:13.483,4.9
17:12:14.483,5.3
17:12:15.483,4.7
17:12:16.484,5.6
17:12:17.484,4.8
17:12:18.485,4.5
17:12:19.485,4.4
17:12:20.485,4.6
17:12:21.486,5.0
17:12:22.487,4.3
17:12:23.488,1.0
17:12:24.489,0.3
17:12:25.490,0.2
17:12:26.491,0.2
17:12:27.492,0.2
17:12:28.492,0.2
17:12:29.493,0.2
17:12:30.494,0.2
17:12:31.495,0.2
17:12:32.496,1.4
17:12:33.497,0.9
17:12:34.497,0.3
17:12:35.498,0.2
17:12:36.499,0.2
17:12:37.500,0.7
17:12:38.501,0.5
17:12:39.501,0.2
17:12:40.502,0.2
17:12:41.503,0.2
17:12:42.504,0.3
17:12:43.505,0.2
17:12:44.505,0.3
17:12:45.506,0.2
17:12:46.507,0.2
17:12:47.508,0.4
17:12:48.509,0.2
17:12:49.509,0.2
17:12:50.510,0.2
17:12:51.511,0.2
17:12:52.512,0.2
