time_stamp,cpu_percent
17:09:47.081,0.5
17:09:48.084,0.2
17:09:49.085,0.2
17:09:50.085,0.2
17:09:51.086,0.2
17:09:52.087,0.2
17:09:53.087,0.2
17:09:54.088,0.2
17:09:55.089,0.2
17:09:56.090,0.2
17:09:57.091,0.2
17:09:58.091,0.2
17:09:59.092,0.2
17:10:00.093,0.1
17:10:01.094,0.2
17:10:02.095,0.2
17:10:03.095,0.2
17:10:04.096,0.3
17:10:05.097,0.2
17:10:06.098,0.3
17:10:07.099,0.2
17:10:08.099,0.2
17:10:09.100,0.2
17:10:10.101,0.2
17:10:11.102,0.3
17:10:12.102,0.2
17:10:13.103,0.2
17:10:14.104,0.2
17:10:15.105,0.9
17:10:16.105,0.4
17:10:17.106,2.8
17:10:18.107,2.4
17:10:19.108,4.8
17:10:20.109,5.2
17:10:21.110,4.6
17:10:22.111,5.4
17:10:23.112,5.0
17:10:24.112,5.1
17:10:25.113,4.7
17:10:26.113,4.4
17:10:27.114,4.6
17:10:28.114,4.7
17:10:29.114,4.3
17:10:30.115,4.6
17:10:31.116,4.8
17:10:32.117,4.5
17:10:33.118,4.6
17:10:34.119,3.9
17:10:35.120,0.9
17:10:36.121,0.2
17:10:37.122,0.2
17:10:38.123,0.3
17:10:39.124,0.2
17:10:40.125,0.2
17:10:41.126,0.2
17:10:42.127,0.2
17:10:43.127,0.3
17:10:44.128,0.2
17:10:45.129,0.2
17:10:46.130,0.3
17:10:47.131,0.2
17:10:48.132,0.2
17:10:49.133,0.2
17:10:50.133,0.2
17:10:51.134,0.3
17:10:52.135,0.2
17:10:53.136,0.2
17:10:54.137,0.2
17:10:55.137,0.2
17:10:56.138,0.2
17:10:57.139,0.2
17:10:58.140,0.2
17:10:59.141,0.2
17:11:00.142,0.2
17:11:01.143,0.2
17:11:02.143,0.2
17:11:03.144,0.2
17:11:04.145,0.2
