time_stamp,cpu_percent
17:02:33.588,0.2
17:02:34.590,0.2
17:02:35.591,2.3
17:02:36.592,2.9
17:02:37.592,0.9
17:02:38.593,0.4
17:02:39.594,0.2
17:02:40.595,0.2
17:02:41.596,0.2
17:02:42.597,0.2
17:02:43.598,0.2
17:02:44.598,0.2
17:02:45.599,0.3
17:02:46.600,0.2
17:02:47.601,0.2
17:02:48.601,0.2
17:02:49.602,0.2
17:02:50.603,0.2
17:02:51.604,0.2
17:02:52.604,0.2
17:02:53.605,0.2
17:02:54.606,0.2
17:02:55.607,0.1
17:02:56.608,0.2
17:02:57.608,0.2
17:02:58.609,0.2
17:02:59.610,0.2
17:03:00.611,0.2
17:03:01.612,0.2
17:03:02.612,0.3
17:03:03.613,2.5
17:03:04.614,2.3
17:03:05.615,4.4
17:03:06.616,5.7
17:03:07.617,4.6
17:03:08.618,4.4
17:03:09.618,4.9
17:03:10.619,4.6
17:03:11.620,4.7
17:03:12.621,4.7
17:03:13.621,5.0
17:03:14.622,4.5
17:03:15.622,4.7
17:03:16.623,4.7
17:03:17.623,4.7
17:03:18.624,4.7
17:03:19.624,4.6
17:03:20.625,4.1
17:03:21.626,1.0
17:03:22.627,0.2
17:03:23.628,0.2
17:03:24.628,0.2
17:03:25.629,0.2
17:03:26.630,0.2
17:03:27.631,0.2
17:03:28.631,0.2
17:03:29.632,0.2
17:03:30.633,0.2
17:03:31.634,0.2
17:03:32.634,0.2
17:03:33.635,0.2
17:03:34.636,0.2
17:03:35.637,0.2
17:03:36.637,0.2
17:03:37.638,0.2
17:03:38.639,0.2
17:03:39.639,0.2
17:03:40.640,0.3
17:03:41.641,0.2
17:03:42.642,0.2
17:03:43.643,0.2
17:03:44.643,0.3
17:03:45.644,0.2
17:03:46.645,0.2
17:03:47.646,0.2
17:03:48.646,0.2
17:03:49.647,0.1
17:03:50.648,0.2
