time_stamp,cpu_percent
16:53:05.927,0.5
16:53:06.930,0.3
16:53:07.930,0.2
16:53:08.931,0.2
16:53:09.932,0.2
16:53:10.932,0.1
16:53:11.933,0.6
16:53:12.934,0.5
16:53:13.935,0.2
16:53:14.935,0.2
16:53:15.936,0.3
16:53:16.937,0.2
16:53:17.938,0.3
16:53:18.939,2.6
16:53:19.940,0.2
16:53:20.941,0.2
16:53:21.941,0.2
16:53:22.942,0.2
16:53:23.943,1.6
16:53:24.944,3.0
16:53:25.945,2.1
16:53:26.946,1.9
16:53:27.947,1.1
16:53:28.949,2.5
16:53:29.950,2.2
16:53:30.951,0.5
16:53:31.952,0.2
16:53:32.952,0.3
16:53:33.953,2.7
16:53:34.954,3.3
16:53:35.955,4.1
16:53:36.956,2.3
16:53:37.957,2.5
16:53:38.958,3.0
16:53:39.959,2.7
16:53:40.960,2.3
16:53:41.961,0.2
16:53:42.962,0.2
16:53:43.963,0.3
16:53:44.964,0.2
16:53:45.964,0.2
16:53:46.965,0.2
16:53:47.966,0.1
16:53:48.967,0.2
16:53:49.968,0.2
16:53:50.968,0.2
16:53:51.969,0.2
16:53:52.970,0.2
16:53:53.971,0.1
16:53:54.971,0.2
16:53:55.972,0.2
16:53:56.973,0.2
16:53:57.974,0.2
16:53:58.975,0.2
16:53:59.976,0.2
16:54:00.976,0.1
16:54:01.977,0.2
16:54:02.978,0.2
16:54:03.979,0.2
16:54:04.980,0.2
16:54:05.981,0.3
16:54:06.981,0.2
16:54:07.982,0.2
16:54:08.983,0.2
