time_stamp,cpu_percent
16:59:23.140,0.4
16:59:24.143,0.2
16:59:25.143,0.2
16:59:26.143,0.2
16:59:27.144,0.2
16:59:28.144,0.2
16:59:29.144,0.2
16:59:30.144,0.2
16:59:31.145,0.2
16:59:32.146,0.2
16:59:33.146,0.2
16:59:34.147,0.2
16:59:35.147,0.2
16:59:36.148,0.2
16:59:37.148,0.2
16:59:38.148,0.2
16:59:39.149,0.2
16:59:40.149,0.2
16:59:41.150,0.1
16:59:42.151,0.2
16:59:43.152,0.3
16:59:44.153,0.2
16:59:45.154,0.2
16:59:46.154,0.2
16:59:47.155,0.2
16:59:48.156,0.2
16:59:49.157,0.2
16:59:50.158,0.2
16:59:51.159,0.2
16:59:52.159,0.3
16:59:53.160,2.4
16:59:54.161,2.3
16:59:55.162,2.3
16:59:56.163,2.3
16:59:57.164,0.4
16:59:58.165,0.1
16:59:59.165,0.1
17:00:00.166,0.2
17:00:01.167,0.2
17:00:02.168,0.2
17:00:03.169,0.2
17:00:04.170,0.2
17:00:05.171,0.1
17:00:06.171,0.3
17:00:07.172,0.2
17:00:08.173,0.3
17:00:09.174,0.2
17:00:10.175,0.2
17:00:11.175,0.2
17:00:12.176,0.2
17:00:13.177,1.0
17:00:14.178,0.2
17:00:15.179,0.2
17:00:16.180,0.3
17:00:17.181,0.2
17:00:18.181,0.2
17:00:19.182,0.2
17:00:20.183,0.3
17:00:21.184,0.6
17:00:22.185,0.2
17:00:23.186,0.2
17:00:24.187,0.2
17:00:25.187,0.2
17:00:26.188,0.2
