time_stamp,cpu_percent
16:57:48.845,0.4
16:57:49.848,0.1
16:57:50.849,0.2
16:57:51.849,0.2
16:57:52.850,0.2
16:57:53.851,0.2
16:57:54.851,0.2
16:57:55.852,0.2
16:57:56.853,0.2
16:57:57.854,0.2
16:57:58.855,0.2
16:57:59.856,0.2
16:58:00.857,0.2
16:58:01.858,0.1
16:58:02.859,0.2
16:58:03.859,0.2
16:58:04.860,0.2
16:58:05.861,0.2
16:58:06.862,0.3
16:58:07.863,0.2
16:58:08.864,0.2
16:58:09.864,0.2
16:58:10.865,0.2
16:58:11.866,0.2
16:58:12.867,1.0
16:58:13.868,0.2
16:58:14.869,0.2
16:58:15.870,0.3
16:58:16.870,0.2
16:58:17.871,0.4
16:58:18.872,2.4
16:58:19.873,2.4
16:58:20.874,2.4
16:58:21.875,2.6
16:58:22.876,0.7
16:58:23.876,0.2
16:58:24.877,0.2
16:58:25.878,0.2
16:58:26.879,0.2
16:58:27.880,0.2
16:58:28.880,0.2
16:58:29.881,0.1
16:58:30.882,0.2
16:58:31.883,0.2
16:58:32.883,0.2
16:58:33.884,0.2
16:58:34.885,0.3
16:58:35.886,0.2
16:58:36.886,0.2
16:58:37.887,0.2
16:58:38.888,0.2
16:58:39.889,0.2
16:58:40.890,1.2
16:58:41.890,0.2
16:58:42.891,0.2
16:58:43.892,0.4
16:58:44.893,0.2
16:58:45.894,0.2
16:58:46.894,0.2
16:58:47.895,0.1
16:58:48.896,0.3
16:58:49.897,0.2
16:58:50.898,0.2
16:58:51.898,0.2
