time_stamp,cpu_percent
16:51:31.704,0.6
16:51:32.706,0.1
16:51:33.707,0.2
16:51:34.707,0.2
16:51:35.708,0.2
16:51:36.709,0.2
16:51:37.709,0.2
16:51:38.710,0.2
16:51:39.711,0.2
16:51:40.712,0.2
16:51:41.712,0.2
16:51:42.713,0.2
16:51:43.714,0.3
16:51:44.715,0.2
16:51:45.715,0.1
16:51:46.716,0.2
16:51:47.716,0.2
16:51:48.717,0.2
16:51:49.718,0.2
16:51:50.719,0.2
16:51:51.719,0.2
16:51:52.720,0.2
16:51:53.721,0.2
16:51:54.722,0.2
16:51:55.722,0.2
16:51:56.723,0.2
16:51:57.724,0.1
16:51:58.724,0.2
16:51:59.725,0.1
16:52:00.726,0.3
16:52:01.727,2.6
16:52:02.728,2.3
16:52:03.728,2.5
16:52:04.729,2.3
16:52:05.730,0.6
16:52:06.731,0.2
16:52:07.732,0.2
16:52:08.732,0.2
16:52:09.733,0.2
16:52:10.734,0.2
16:52:11.735,0.2
16:52:12.735,1.0
16:52:13.736,0.2
16:52:14.737,0.2
16:52:15.737,0.3
16:52:16.738,0.2
16:52:17.739,0.3
16:52:18.740,0.2
16:52:19.740,0.1
16:52:20.741,0.2
16:52:21.742,0.6
16:52:22.742,0.1
16:52:23.743,0.2
16:52:24.744,0.2
16:52:25.745,0.1
16:52:26.745,0.2
16:52:27.746,0.2
16:52:28.747,0.1
16:52:29.748,0.1
16:52:30.748,0.2
16:52:31.749,0.2
16:52:32.750,0.2
16:52:33.751,0.2
16:52:34.751,0.2
