time_stamp,cpu_percent
16:49:57.465,0.5
16:49:58.468,0.2
16:49:59.469,0.2
16:50:00.469,0.2
16:50:01.470,0.1
16:50:02.471,0.1
16:50:03.471,0.3
16:50:04.472,0.2
16:50:05.473,0.3
16:50:06.474,0.2
16:50:07.474,0.2
16:50:08.475,0.1
16:50:09.476,0.2
16:50:10.477,0.2
16:50:11.477,0.5
16:50:12.478,0.7
16:50:13.479,0.1
16:50:14.480,0.1
16:50:15.480,0.3
16:50:16.481,0.3
16:50:17.482,0.2
16:50:18.483,0.2
16:50:19.483,0.2
16:50:20.484,0.2
16:50:21.485,0.6
16:50:22.486,0.1
16:50:23.487,0.2
16:50:24.487,0.2
16:50:25.488,0.2
16:50:26.489,0.3
16:50:27.490,2.6
16:50:28.491,2.3
16:50:29.491,2.5
16:50:30.492,2.3
16:50:31.493,0.5
16:50:32.494,0.2
16:50:33.495,0.2
16:50:34.496,0.2
16:50:35.496,0.2
16:50:36.497,0.3
16:50:37.498,0.2
16:50:38.499,0.2
16:50:39.500,0.2
16:50:40.500,0.2
16:50:41.501,0.1
16:50:42.502,0.4
16:50:43.503,0.2
16:50:44.504,0.2
16:50:45.504,0.2
16:50:46.505,0.2
16:50:47.506,0.2
16:50:48.507,0.2
16:50:49.507,0.2
16:50:50.508,0.2
16:50:51.509,0.2
16:50:52.510,0.2
16:50:53.510,0.2
16:50:54.511,0.2
16:50:55.512,0.2
16:50:56.513,0.2
16:50:57.513,0.1
16:50:58.514,0.2
16:50:59.515,0.2
16:51:00.515,0.3
