time_stamp,cpu_percent
16:46:49.088,0.5
16:46:50.091,0.3
16:46:51.091,0.2
16:46:52.092,0.2
16:46:53.093,0.2
16:46:54.094,0.2
16:46:55.094,0.2
16:46:56.095,0.1
16:46:57.096,0.2
16:46:58.097,0.2
16:46:59.098,0.2
16:47:00.099,0.2
16:47:01.100,0.1
16:47:02.101,0.1
16:47:03.102,0.1
16:47:04.103,0.2
16:47:05.104,0.2
16:47:06.104,0.4
16:47:07.105,0.2
16:47:08.107,0.2
16:47:09.107,0.2
16:47:10.108,0.2
16:47:11.109,1.2
16:47:12.110,0.2
16:47:13.111,0.2
16:47:14.112,0.2
16:47:15.113,0.1
16:47:16.114,0.4
16:47:17.115,0.1
16:47:18.116,0.4
16:47:19.117,2.6
16:47:20.118,2.3
16:47:21.119,2.5
16:47:22.120,2.4
16:47:23.121,0.4
16:47:24.122,0.2
16:47:25.123,0.2
16:47:26.124,0.2
16:47:27.125,0.2
16:47:28.126,0.2
16:47:29.127,0.2
16:47:30.128,0.2
16:47:31.129,0.2
16:47:32.130,0.2
16:47:33.131,0.2
16:47:34.132,0.2
16:47:35.133,0.2
16:47:36.134,0.2
16:47:37.135,0.2
16:47:38.136,0.2
16:47:39.136,0.2
16:47:40.137,0.2
16:47:41.138,0.2
16:47:42.139,0.3
16:47:43.140,0.2
16:47:44.141,0.2
16:47:45.142,0.2
16:47:46.143,0.2
16:47:47.144,0.2
16:47:48.145,0.2
16:47:49.146,0.2
16:47:50.147,0.2
16:47:51.148,0.2
16:47:52.149,0.4
