time_stamp,cpu_percent
20:44:21.724,0.3
20:44:22.726,0.2
20:44:23.727,0.2
20:44:24.727,0.2
20:44:25.728,0.2
20:44:26.729,0.2
20:44:27.730,0.3
20:44:28.730,0.2
20:44:29.731,0.2
20:44:30.732,0.2
20:44:31.733,0.2
20:44:32.734,0.2
20:44:33.734,0.2
20:44:34.735,0.3
20:44:35.736,0.3
20:44:36.737,0.3
20:44:37.738,0.2
20:44:38.738,0.2
20:44:39.739,0.4
20:44:40.740,0.8
20:44:41.741,0.5
20:44:42.742,0.2
20:44:43.743,0.2
20:44:44.744,0.2
20:44:45.745,0.3
20:44:46.746,0.2
20:44:47.746,0.2
20:44:48.747,0.2
20:44:49.748,0.2
20:44:50.749,0.4
20:44:51.750,2.8
20:44:52.751,2.3
20:44:53.752,2.6
20:44:54.753,2.8
20:44:55.754,0.3
20:44:56.755,0.2
20:44:57.755,0.2
20:44:58.756,0.2
20:44:59.757,0.9
20:45:00.758,0.2
20:45:01.759,0.2
20:45:02.759,0.2
20:45:03.760,0.2
20:45:04.761,0.3
20:45:05.762,0.2
20:45:06.763,0.2
20:45:07.764,0.2
20:45:08.764,0.2
20:45:09.765,0.3
20:45:10.766,0.3
20:45:11.767,0.2
20:45:12.768,0.2
20:45:13.769,0.2
20:45:14.770,0.2
20:45:15.771,0.3
20:45:16.772,0.2
20:45:17.773,0.3
20:45:18.774,0.2
20:45:19.775,0.2
20:45:20.775,0.3
20:45:21.776,0.6
20:45:22.777,0.2
20:45:23.778,0.2
