time_stamp,cpu_percent
20:45:55.235,0.3
20:45:56.237,0.2
20:45:57.238,0.3
20:45:58.238,0.2
20:45:59.239,0.2
20:46:00.240,0.2
20:46:01.241,0.2
20:46:02.241,0.2
20:46:03.242,0.2
20:46:04.243,0.3
20:46:05.244,0.2
20:46:06.245,0.3
20:46:07.245,0.3
20:46:08.246,0.2
20:46:09.247,0.2
20:46:10.248,0.2
20:46:11.249,0.3
20:46:12.249,0.2
20:46:13.250,0.2
20:46:14.251,0.2
20:46:15.252,0.2
20:46:16.253,0.3
20:46:17.253,0.2
20:46:18.254,0.2
20:46:19.255,0.2
20:46:20.256,0.2
20:46:21.256,0.3
20:46:22.257,0.2
20:46:23.258,0.2
20:46:24.259,0.4
20:46:25.260,3.0
20:46:26.260,2.3
20:46:27.261,2.8
20:46:28.262,1.3
20:46:29.263,0.2
20:46:30.264,0.3
20:46:31.265,0.2
20:46:32.266,0.3
20:46:33.267,0.2
20:46:34.268,0.3
20:46:35.268,0.3
20:46:36.269,0.3
20:46:37.270,0.3
20:46:38.271,0.2
20:46:39.272,0.4
20:46:40.272,0.2
20:46:41.273,1.1
20:46:42.274,0.2
20:46:43.275,0.2
20:46:44.276,0.2
20:46:45.276,0.3
20:46:46.277,0.2
20:46:47.278,0.2
20:46:48.279,0.2
20:46:49.280,0.2
20:46:50.280,0.2
20:46:51.281,0.2
20:46:52.282,0.3
20:46:53.283,0.2
20:46:54.284,0.2
20:46:55.284,0.2
20:46:56.285,0.2
20:46:57.286,0.2
