time_stamp,cpu_percent
20:42:48.256,0.3
20:42:49.258,0.2
20:42:50.259,0.2
20:42:51.259,0.2
20:42:52.260,0.2
20:42:53.260,0.2
20:42:54.261,0.2
20:42:55.261,0.3
20:42:56.262,0.2
20:42:57.263,0.3
20:42:58.264,0.2
20:42:59.264,0.2
20:43:00.265,0.2
20:43:01.266,0.2
20:43:02.267,0.2
20:43:03.267,0.2
20:43:04.268,0.2
20:43:05.269,0.2
20:43:06.270,0.3
20:43:07.271,0.2
20:43:08.272,0.2
20:43:09.272,0.2
20:43:10.273,0.3
20:43:11.274,0.2
20:43:12.275,0.2
20:43:13.275,0.2
20:43:14.276,0.2
20:43:15.277,0.2
20:43:16.278,0.2
20:43:17.279,0.4
20:43:18.279,2.8
20:43:19.280,2.3
20:43:20.281,2.5
20:43:21.282,1.4
20:43:22.283,0.2
20:43:23.284,0.2
20:43:24.285,0.2
20:43:25.286,0.2
20:43:26.287,0.2
20:43:27.288,0.2
20:43:28.288,0.2
20:43:29.289,0.2
20:43:30.290,0.2
20:43:31.291,0.2
20:43:32.292,0.2
20:43:33.293,0.3
20:43:34.294,0.3
20:43:35.294,0.2
20:43:36.295,0.2
20:43:37.296,0.2
20:43:38.297,0.3
20:43:39.298,0.4
20:43:40.299,0.3
20:43:41.300,1.0
20:43:42.301,0.3
20:43:43.302,0.2
20:43:44.303,0.2
20:43:45.304,0.2
20:43:46.304,0.3
20:43:47.305,0.2
20:43:48.306,0.2
20:43:49.307,0.2
20:43:50.308,0.2
