time_stamp,cpu_percent
20:39:41.127,1.1
20:39:42.130,0.2
20:39:43.130,0.2
20:39:44.131,0.2
20:39:45.132,0.2
20:39:46.132,0.3
20:39:47.133,0.2
20:39:48.134,0.3
20:39:49.135,0.2
20:39:50.135,0.2
20:39:51.136,0.2
20:39:52.137,0.2
20:39:53.138,0.2
20:39:54.139,0.2
20:39:55.139,0.2
20:39:56.140,0.3
20:39:57.141,0.2
20:39:58.142,0.2
20:39:59.143,0.2
20:40:00.143,0.2
20:40:01.144,0.2
20:40:02.145,0.2
20:40:03.146,0.3
20:40:04.147,0.2
20:40:05.147,0.2
20:40:06.148,0.2
20:40:07.149,0.2
20:40:08.150,0.2
20:40:09.151,0.3
20:40:10.151,0.4
20:40:11.152,2.8
20:40:12.153,2.3
20:40:13.154,2.5
20:40:14.154,1.0
20:40:15.155,0.2
20:40:16.156,0.3
20:40:17.157,0.2
20:40:18.158,0.2
20:40:19.159,0.2
20:40:20.159,0.2
20:40:21.160,0.2
20:40:22.161,0.2
20:40:23.162,0.3
20:40:24.162,0.2
20:40:25.163,0.2
20:40:26.164,0.2
20:40:27.164,0.2
20:40:28.165,0.2
20:40:29.165,0.1
20:40:30.165,0.2
20:40:31.166,0.2
20:40:32.166,0.2
20:40:33.167,0.2
20:40:34.167,0.3
20:40:35.168,0.2
20:40:36.168,0.3
20:40:37.169,0.2
20:40:38.169,0.4
20:40:39.170,0.3
20:40:40.171,0.2
20:40:41.171,1.0
20:40:42.171,0.3
20:40:43.172,0.2
